@relation 'TRAININGDATA-weka.filters.unsupervised.attribute.Remove-R1,3,5,7-12'

@attribute selectivity numeric
@attribute postgesEstCostMax numeric
@attribute postgesEstWidth numeric
@attribute numberOfWorkers numeric
@attribute realTime numeric

@data
1,823454.34,530,12,42.735374
10,924603.96,530,12,51.341999
0.1,581655.51,538,12,18.11874
100,3071672.79,538,12,155.19803
0.1,584585.51,546,12,18.767389
1,826384.34,546,12,40.777276
100,3074602.79,546,12,158.936897
1,829314.34,554,12,39.016254
10,930463.96,554,12,57.214418
0.1,590445.51,562,12,18.798634
1,832244.34,562,12,42.225523
100,3080462.79,562,12,156.329003
10,936323.96,570,12,56.174868
0.1,596305.51,578,12,19.779672
10,939253.96,578,12,54.113479
100,3086322.79,578,12,158.265199
0.1,596409.51,586,12,19.122577
1,839142.34,586,12,46.461436
1,843110.34,594,12,39.339766
10,945039.96,594,12,55.909652
100,3108782.79,594,12,161.354993
10,949399.96,602,12,58.388045
100,3121478.79,602,12,160.66667
10,953757.96,610,12,58.461777
100,3134174.79,610,12,164.24031
0.1,608549.51,618,12,20.888379
1,855014.34,618,12,47.622972
10,958115.96,618,12,58.470282
10,960971.96,626,12,58.189648
100,3166398.79,626,12,165.615813
1,861118.34,634,12,49.117502
100,3187882.79,634,12,173.086397
0.1,613083.51,642,12,21.14597
1,865148.34,642,12,44.316872
10,971744.71,650,12,61.031476
0.1,615289.49,658,12,21.406009
1,869632.7,658,12,44.591736
10,976030.71,658,12,59.091456
0.1,617559.49,666,12,21.663295
1,874700.7,666,12,47.203245
10,982268.71,666,12,62.476459
100,3266399.28,666,12,183.969632
0.1,619823.49,674,12,22.095958
10,988508.71,674,12,59.833079
100,3297645.28,674,12,185.22052
1,883924.7,682,12,48.884832
